Gene Omega Class
FBgn0283509 0.11168 devo
FBgn0283510 0.09694 devo
FBgn0283535 0.06388 devo
FBgn0283649 0.0125 devo
FBgn0283657 0.05955 devo
FBgn0283680 0.08253 devo
FBgn0283712 0.06505 devo
FBgn0283724 0.02838 devo
FBgn0284084 0.03563 devo
FBgn0284221 0.06603 devo
FBgn0284245 0.02179 devo
FBgn0284250 0.05428 devo
FBgn0284252 0.07916 devo
FBgn0284255 0.00307 devo
FBgn0284408 0.11958 devo
FBgn0284421 0.06876 devo
FBgn0284435 0.01545 devo
FBgn0284442 0.03766 devo
FBgn0285896 0.12102 devo
FBgn0285910 0.00293 devo
FBgn0285926 0.06167 devo
FBgn0285937 0.01428 devo
FBgn0285943 0.16081 devo
FBgn0285954 0.02902 devo
FBgn0285955 0.02562 devo
FBgn0286071 0.10949 devo
FBgn0286204 0.06175 devo
FBgn0286511 0.05724 devo
FBgn0286781 0.04148 devo
FBgn0286784 0.01087 devo
FBgn0286785 0.1087 devo
FBgn0286786 0.00599 devo
FBgn0287185 0.10543 devo
FBgn0287186 0.08916 devo
